Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do;jsessionid=A41F814374A17B893E6A6E7E57B7A722?SERIES_KEY=120.EXR.D.E5.EUR.EN00.A&start=04-01-2009&end=07-12-2021&submitOptions.x=0&submitOptions.y=0&trans=N
,EXR.D.E5.EUR.EN00.A
,"ECB Nominal effective exch. rate of the Euro against, EER-19 group of trading partners: AU,CA,DK,HK,JP,NO,SG,KR,SE,CH,GB,US,EA and BG,CZ,HU,PL,RO,CN,HR excluding the Euro"
Collection:,Average of observations through period (A)
Period\Unit:,[99Q1=100]
2017-03-06,94.3688,Normal value (A)
2017-03-05,-,Missing value; data cannot exist (M)
2017-03-04,-,Missing value; data cannot exist (M)
2017-03-03,94.2596,Normal value (A)
2017-03-02,93.7779,Normal value (A)
2017-03-01,93.8040,Normal value (A)
2017-02-28,93.9384,Normal value (A)
2017-02-27,93.9107,Normal value (A)
2017-02-26,-,Missing value; data cannot exist (M)
2017-02-25,-,Missing value; data cannot exist (M)
2017-02-24,93.8391,Normal value (A)
2017-02-23,93.7454,Normal value (A)
2017-02-22,93.4478,Normal value (A)
2017-02-21,93.6880,Normal value (A)
2017-02-20,94.1122,Normal value (A)
2017-02-19,-,Missing value; data cannot exist (M)
2017-02-18,-,Missing value; data cannot exist (M)
2017-02-17,94.3145,Normal value (A)
2017-02-16,94.1893,Normal value (A)
2017-02-15,93.7866,Normal value (A)
2017-02-14,94.0305,Normal value (A)
2017-02-13,94.1518,Normal value (A)
2017-02-12,-,Missing value; data cannot exist (M)
2017-02-11,-,Missing value; data cannot exist (M)
2017-02-10,94.2074,Normal value (A)
2017-02-09,94.3724,Normal value (A)
2017-02-08,94.2670,Normal value (A)
2017-02-07,94.5589,Normal value (A)
2017-02-06,94.5134,Normal value (A)
2017-02-05,-,Missing value; data cannot exist (M)
2017-02-04,-,Missing value; data cannot exist (M)
2017-02-03,94.7874,Normal value (A)
2017-02-02,95.0798,Normal value (A)
2017-02-01,95.0253,Normal value (A)
2017-01-31,94.9702,Normal value (A)
2017-01-30,94.3308,Normal value (A)
2017-01-29,-,Missing value; data cannot exist (M)
2017-01-28,-,Missing value; data cannot exist (M)
2017-01-27,94.7098,Normal value (A)
2017-01-26,94.7071,Normal value (A)
2017-01-25,94.9360,Normal value (A)
2017-01-24,95.1261,Normal value (A)
2017-01-23,94.9489,Normal value (A)
2017-01-22,-,Missing value; data cannot exist (M)
2017-01-21,-,Missing value; data cannot exist (M)
2017-01-20,94.7900,Normal value (A)
2017-01-19,94.8979,Normal value (A)
2017-01-18,94.7491,Normal value (A)
2017-01-17,94.8473,Normal value (A)
2017-01-16,94.7996,Normal value (A)
2017-01-15,-,Missing value; data cannot exist (M)
2017-01-14,-,Missing value; data cannot exist (M)
2017-01-13,95.0598,Normal value (A)
2017-01-12,95.0006,Normal value (A)
2017-01-11,94.4934,Normal value (A)
2017-01-10,94.8163,Normal value (A)
2017-01-09,94.5779,Normal value (A)
2017-01-08,-,Missing value; data cannot exist (M)
2017-01-07,-,Missing value; data cannot exist (M)
2017-01-06,94.5955,Normal value (A)
2017-01-05,94.1213,Normal value (A)
2017-01-04,93.9347,Normal value (A)
2017-01-03,93.7988,Normal value (A)
2017-01-02,94.2724,Normal value (A)
2017-01-01,-,Missing value; data cannot exist (M)
2016-12-31,-,Missing value; data cannot exist (M)
2016-12-30,94.6989,Normal value (A)
2016-12-29,94.2660,Normal value (A)
2016-12-28,94.0453,Normal value (A)
2016-12-27,94.2917,Normal value (A)
2016-12-26,-,Missing value; data cannot exist (M)
2016-12-25,-,Missing value; data cannot exist (M)
2016-12-24,-,Missing value; data cannot exist (M)
2016-12-23,94.2358,Normal value (A)
2016-12-22,94.1087,Normal value (A)
2016-12-21,93.8514,Normal value (A)
2016-12-20,93.6581,Normal value (A)
2016-12-19,93.9419,Normal value (A)
2016-12-18,-,Missing value; data cannot exist (M)
2016-12-17,-,Missing value; data cannot exist (M)
2016-12-16,94.0548,Normal value (A)
2016-12-15,93.8516,Normal value (A)
2016-12-14,94.6722,Normal value (A)
2016-12-13,94.4108,Normal value (A)
2016-12-12,94.5111,Normal value (A)
2016-12-11,-,Missing value; data cannot exist (M)
2016-12-10,-,Missing value; data cannot exist (M)
2016-12-09,94.2812,Normal value (A)
2016-12-08,95.3584,Normal value (A)
2016-12-07,95.2026,Normal value (A)
2016-12-06,95.1626,Normal value (A)
2016-12-05,95.0622,Normal value (A)
2016-12-04,-,Missing value; data cannot exist (M)
2016-12-03,-,Missing value; data cannot exist (M)
2016-12-02,94.7611,Normal value (A)
2016-12-01,94.6503,Normal value (A)
2016-11-30,94.8089,Normal value (A)
2016-11-29,94.4570,Normal value (A)
2016-11-28,94.5818,Normal value (A)
2016-11-27,-,Missing value; data cannot exist (M)
2016-11-26,-,Missing value; data cannot exist (M)
2016-11-25,94.6152,Normal value (A)
2016-11-24,94.3773,Normal value (A)
2016-11-23,94.5758,Normal value (A)
2016-11-22,94.5814,Normal value (A)
2016-11-21,94.7442,Normal value (A)
2016-11-20,-,Missing value; data cannot exist (M)
2016-11-19,-,Missing value; data cannot exist (M)
2016-11-18,94.7823,Normal value (A)
2016-11-17,95.1028,Normal value (A)
2016-11-16,95.0864,Normal value (A)
2016-11-15,95.3070,Normal value (A)
2016-11-14,95.1864,Normal value (A)
2016-11-13,-,Missing value; data cannot exist (M)
2016-11-12,-,Missing value; data cannot exist (M)
2016-11-11,95.6028,Normal value (A)
2016-11-10,95.7628,Normal value (A)
2016-11-09,96.3407,Normal value (A)
2016-11-08,96.3579,Normal value (A)
2016-11-07,96.4694,Normal value (A)
2016-11-06,-,Missing value; data cannot exist (M)
2016-11-05,-,Missing value; data cannot exist (M)
2016-11-04,96.4360,Normal value (A)
2016-11-03,96.3017,Normal value (A)
2016-11-02,96.6642,Normal value (A)
2016-11-01,96.4396,Normal value (A)
2016-10-31,96.1428,Normal value (A)
2016-10-30,-,Missing value; data cannot exist (M)
2016-10-29,-,Missing value; data cannot exist (M)
2016-10-28,96.0718,Normal value (A)
2016-10-27,95.8842,Normal value (A)
2016-10-26,95.8187,Normal value (A)
2016-10-25,95.4735,Normal value (A)
2016-10-24,95.5496,Normal value (A)
2016-10-23,-,Missing value; data cannot exist (M)
2016-10-22,-,Missing value; data cannot exist (M)
2016-10-21,95.5386,Normal value (A)
2016-10-20,95.9126,Normal value (A)
2016-10-19,95.8147,Normal value (A)
2016-10-18,95.9791,Normal value (A)
2016-10-17,96.2010,Normal value (A)
2016-10-16,-,Missing value; data cannot exist (M)
2016-10-15,-,Missing value; data cannot exist (M)
2016-10-14,96.0662,Normal value (A)
2016-10-13,96.3479,Normal value (A)
2016-10-12,96.1313,Normal value (A)
2016-10-11,96.3923,Normal value (A)
2016-10-10,96.6616,Normal value (A)
2016-10-09,-,Missing value; data cannot exist (M)
2016-10-08,-,Missing value; data cannot exist (M)
2016-10-07,96.5198,Normal value (A)
2016-10-06,96.3953,Normal value (A)
2016-10-05,96.4694,Normal value (A)
2016-10-04,96.0638,Normal value (A)
2016-10-03,96.2532,Normal value (A)
2016-10-02,-,Missing value; data cannot exist (M)
2016-10-01,-,Missing value; data cannot exist (M)
2016-09-30,95.7745,Normal value (A)
2016-09-29,96.0044,Normal value (A)
2016-09-28,95.9927,Normal value (A)
2016-09-27,95.9742,Normal value (A)
2016-09-26,96.3284,Normal value (A)
2016-09-25,-,Missing value; data cannot exist (M)
2016-09-24,-,Missing value; data cannot exist (M)
2016-09-23,95.9314,Normal value (A)
2016-09-22,95.9302,Normal value (A)
2016-09-21,95.6159,Normal value (A)
2016-09-20,96.0021,Normal value (A)
2016-09-19,95.7642,Normal value (A)
2016-09-18,-,Missing value; data cannot exist (M)
2016-09-17,-,Missing value; data cannot exist (M)
2016-09-16,96.0644,Normal value (A)
2016-09-15,96.2262,Normal value (A)
2016-09-14,96.1029,Normal value (A)
2016-09-13,96.1185,Normal value (A)
2016-09-12,95.9646,Normal value (A)
2016-09-11,-,Missing value; data cannot exist (M)
2016-09-10,-,Missing value; data cannot exist (M)
2016-09-09,96.1043,Normal value (A)
2016-09-08,95.9670,Normal value (A)
2016-09-07,95.6159,Normal value (A)
2016-09-06,95.4503,Normal value (A)
2016-09-05,95.4885,Normal value (A)
2016-09-04,-,Missing value; data cannot exist (M)
2016-09-03,-,Missing value; data cannot exist (M)
2016-09-02,95.9313,Normal value (A)
2016-09-01,95.6850,Normal value (A)
2016-08-31,95.6669,Normal value (A)
2016-08-30,95.7879,Normal value (A)
2016-08-29,95.8450,Normal value (A)
2016-08-28,-,Missing value; data cannot exist (M)
2016-08-27,-,Missing value; data cannot exist (M)
2016-08-26,96.1870,Normal value (A)
2016-08-25,96.1692,Normal value (A)
2016-08-24,95.9669,Normal value (A)
2016-08-23,96.3776,Normal value (A)
2016-08-22,96.3375,Normal value (A)
2016-08-21,-,Missing value; data cannot exist (M)
2016-08-20,-,Missing value; data cannot exist (M)
2016-08-19,96.4208,Normal value (A)
2016-08-18,96.2049,Normal value (A)
2016-08-17,96.1673,Normal value (A)
2016-08-16,96.0735,Normal value (A)
2016-08-15,95.6757,Normal value (A)
2016-08-14,-,Missing value; data cannot exist (M)
2016-08-13,-,Missing value; data cannot exist (M)
2016-08-12,95.5488,Normal value (A)
2016-08-11,95.4439,Normal value (A)
2016-08-10,95.5169,Normal value (A)
2016-08-09,95.2132,Normal value (A)
2016-08-08,95.2287,Normal value (A)
2016-08-07,-,Missing value; data cannot exist (M)
2016-08-06,-,Missing value; data cannot exist (M)
2016-08-05,95.3549,Normal value (A)
2016-08-04,95.2696,Normal value (A)
2016-08-03,95.4494,Normal value (A)
2016-08-02,95.4932,Normal value (A)
2016-08-01,95.5158,Normal value (A)
2016-07-31,-,Missing value; data cannot exist (M)
2016-07-30,-,Missing value; data cannot exist (M)
2016-07-29,95.4499,Normal value (A)
2016-07-28,95.4367,Normal value (A)
2016-07-27,95.0889,Normal value (A)
2016-07-26,94.9560,Normal value (A)
2016-07-25,94.9535,Normal value (A)
2016-07-24,-,Missing value; data cannot exist (M)
2016-07-23,-,Missing value; data cannot exist (M)
2016-07-22,95.1463,Normal value (A)
2016-07-21,95.0951,Normal value (A)
2016-07-20,95.1357,Normal value (A)
2016-07-19,95.3107,Normal value (A)
2016-07-18,95.2569,Normal value (A)
2016-07-17,-,Missing value; data cannot exist (M)
2016-07-16,-,Missing value; data cannot exist (M)
2016-07-15,95.5462,Normal value (A)
2016-07-14,95.6855,Normal value (A)
2016-07-13,95.3285,Normal value (A)
2016-07-12,95.5589,Normal value (A)
2016-07-11,95.4686,Normal value (A)
2016-07-10,-,Missing value; data cannot exist (M)
2016-07-09,-,Missing value; data cannot exist (M)
2016-07-08,95.5132,Normal value (A)
2016-07-07,95.5338,Normal value (A)
2016-07-06,95.6138,Normal value (A)
2016-07-05,95.8674,Normal value (A)
2016-07-04,95.5773,Normal value (A)
2016-07-03,-,Missing value; data cannot exist (M)
2016-07-02,-,Missing value; data cannot exist (M)
2016-07-01,95.4865,Normal value (A)
2016-06-30,95.2426,Normal value (A)
2016-06-29,95.1660,Normal value (A)
2016-06-28,95.2018,Normal value (A)
2016-06-27,94.9446,Normal value (A)
2016-06-26,-,Missing value; data cannot exist (M)
2016-06-25,-,Missing value; data cannot exist (M)
2016-06-24,94.7726,Normal value (A)
2016-06-23,95.1309,Normal value (A)
2016-06-22,94.7062,Normal value (A)
2016-06-21,94.8928,Normal value (A)
2016-06-20,95.1152,Normal value (A)
2016-06-19,-,Missing value; data cannot exist (M)
2016-06-18,-,Missing value; data cannot exist (M)
2016-06-17,95.1721,Normal value (A)
2016-06-16,94.9028,Normal value (A)
2016-06-15,95.1278,Normal value (A)
2016-06-14,95.2341,Normal value (A)
2016-06-13,95.3333,Normal value (A)
2016-06-12,-,Missing value; data cannot exist (M)
2016-06-11,-,Missing value; data cannot exist (M)
2016-06-10,95.1798,Normal value (A)
2016-06-09,95.2536,Normal value (A)
2016-06-08,95.3221,Normal value (A)
2016-06-07,95.2960,Normal value (A)
2016-06-06,95.5979,Normal value (A)
2016-06-05,-,Missing value; data cannot exist (M)
2016-06-04,-,Missing value; data cannot exist (M)
2016-06-03,94.7306,Normal value (A)
2016-06-02,94.9371,Normal value (A)
2016-06-01,94.8764,Normal value (A)
2016-05-31,94.6130,Normal value (A)
2016-05-30,94.5815,Normal value (A)
2016-05-29,-,Missing value; data cannot exist (M)
2016-05-28,-,Missing value; data cannot exist (M)
2016-05-27,94.5761,Normal value (A)
2016-05-26,94.5611,Normal value (A)
2016-05-25,94.4941,Normal value (A)
2016-05-24,94.7851,Normal value (A)
2016-05-23,95.1773,Normal value (A)
2016-05-22,-,Missing value; data cannot exist (M)
2016-05-21,-,Missing value; data cannot exist (M)
2016-05-20,95.1150,Normal value (A)
2016-05-19,94.8815,Normal value (A)
2016-05-18,95.2859,Normal value (A)
2016-05-17,95.4516,Normal value (A)
2016-05-16,95.5677,Normal value (A)
2016-05-15,-,Missing value; data cannot exist (M)
2016-05-14,-,Missing value; data cannot exist (M)
2016-05-13,95.6540,Normal value (A)
2016-05-12,95.8920,Normal value (A)
2016-05-11,95.9728,Normal value (A)
2016-05-10,95.8297,Normal value (A)
2016-05-09,95.8827,Normal value (A)
2016-05-08,-,Missing value; data cannot exist (M)
2016-05-07,-,Missing value; data cannot exist (M)
2016-05-06,95.9016,Normal value (A)
2016-05-05,95.8837,Normal value (A)
2016-05-04,96.1426,Normal value (A)
2016-05-03,96.1739,Normal value (A)
2016-05-02,95.6176,Normal value (A)
2016-05-01,-,Missing value; data cannot exist (M)
2016-04-30,-,Missing value; data cannot exist (M)
2016-04-29,95.2643,Normal value (A)
2016-04-28,95.0268,Normal value (A)
2016-04-27,94.9470,Normal value (A)
2016-04-26,94.8718,Normal value (A)
2016-04-25,94.7728,Normal value (A)
2016-04-24,-,Missing value; data cannot exist (M)
2016-04-23,-,Missing value; data cannot exist (M)
2016-04-22,94.8251,Normal value (A)
2016-04-21,95.0871,Normal value (A)
2016-04-20,95.1372,Normal value (A)
2016-04-19,95.0028,Normal value (A)
2016-04-18,95.0941,Normal value (A)
2016-04-17,-,Missing value; data cannot exist (M)
2016-04-16,-,Missing value; data cannot exist (M)
2016-04-15,94.9633,Normal value (A)
2016-04-14,94.8440,Normal value (A)
2016-04-13,94.9575,Normal value (A)
2016-04-12,95.4050,Normal value (A)
2016-04-11,95.4938,Normal value (A)
2016-04-10,-,Missing value; data cannot exist (M)
2016-04-09,-,Missing value; data cannot exist (M)
2016-04-08,95.5896,Normal value (A)
2016-04-07,95.5779,Normal value (A)
2016-04-06,95.5950,Normal value (A)
2016-04-05,95.5660,Normal value (A)
2016-04-04,95.5164,Normal value (A)
2016-04-03,-,Missing value; data cannot exist (M)
2016-04-02,-,Missing value; data cannot exist (M)
2016-04-01,95.7902,Normal value (A)
2016-03-31,95.4084,Normal value (A)
2016-03-30,95.1268,Normal value (A)
2016-03-29,94.7892,Normal value (A)
2016-03-28,-,Missing value; data cannot exist (M)
2016-03-27,-,Missing value; data cannot exist (M)
2016-03-26,-,Missing value; data cannot exist (M)
2016-03-25,-,Missing value; data cannot exist (M)
2016-03-24,94.7013,Normal value (A)
2016-03-23,94.6915,Normal value (A)
2016-03-22,94.7219,Normal value (A)
2016-03-21,94.8586,Normal value (A)
2016-03-20,-,Missing value; data cannot exist (M)
2016-03-19,-,Missing value; data cannot exist (M)
2016-03-18,94.7820,Normal value (A)
2016-03-17,95.1023,Normal value (A)
2016-03-16,94.4954,Normal value (A)
2016-03-15,94.5200,Normal value (A)
2016-03-14,94.3436,Normal value (A)
2016-03-13,-,Missing value; data cannot exist (M)
2016-03-12,-,Missing value; data cannot exist (M)
2016-03-11,94.3281,Normal value (A)
2016-03-10,93.1329,Normal value (A)
2016-03-09,93.7856,Normal value (A)
2016-03-08,94.1429,Normal value (A)
2016-03-07,93.8101,Normal value (A)
2016-03-06,-,Missing value; data cannot exist (M)
2016-03-05,-,Missing value; data cannot exist (M)
2016-03-04,93.8703,Normal value (A)
2016-03-03,93.6444,Normal value (A)
2016-03-02,93.5415,Normal value (A)
2016-03-01,93.7136,Normal value (A)
2016-02-29,94.0143,Normal value (A)
2016-02-28,-,Missing value; data cannot exist (M)
2016-02-27,-,Missing value; data cannot exist (M)
2016-02-26,94.5445,Normal value (A)
2016-02-25,94.6553,Normal value (A)
2016-02-24,94.4834,Normal value (A)
2016-02-23,94.2844,Normal value (A)
2016-02-22,94.5313,Normal value (A)
2016-02-21,-,Missing value; data cannot exist (M)
2016-02-20,-,Missing value; data cannot exist (M)
2016-02-19,94.8319,Normal value (A)
2016-02-18,94.6828,Normal value (A)
2016-02-17,95.1782,Normal value (A)
2016-02-16,95.1848,Normal value (A)
2016-02-15,95.0966,Normal value (A)
2016-02-14,-,Missing value; data cannot exist (M)
2016-02-13,-,Missing value; data cannot exist (M)
2016-02-12,95.7952,Normal value (A)
2016-02-11,96.3917,Normal value (A)
2016-02-10,95.7166,Normal value (A)
2016-02-09,95.8973,Normal value (A)
2016-02-08,95.1706,Normal value (A)
2016-02-07,-,Missing value; data cannot exist (M)
2016-02-06,-,Missing value; data cannot exist (M)
2016-02-05,95.4746,Normal value (A)
2016-02-04,95.5007,Normal value (A)
2016-02-03,94.1871,Normal value (A)
2016-02-02,94.3060,Normal value (A)
2016-02-01,94.1070,Normal value (A)
2016-01-31,-,Missing value; data cannot exist (M)
2016-01-30,-,Missing value; data cannot exist (M)
2016-01-29,94.4636,Normal value (A)
2016-01-28,94.2301,Normal value (A)
2016-01-27,94.1111,Normal value (A)
2016-01-26,93.9283,Normal value (A)
2016-01-25,93.7153,Normal value (A)
2016-01-24,-,Missing value; data cannot exist (M)
2016-01-23,-,Missing value; data cannot exist (M)
2016-01-22,93.5431,Normal value (A)
2016-01-21,94.4511,Normal value (A)
2016-01-20,94.4580,Normal value (A)
2016-01-19,94.0843,Normal value (A)
2016-01-18,94.2353,Normal value (A)
2016-01-17,-,Missing value; data cannot exist (M)
2016-01-16,-,Missing value; data cannot exist (M)
2016-01-15,94.2706,Normal value (A)
2016-01-14,94.0142,Normal value (A)
2016-01-13,93.3636,Normal value (A)
2016-01-12,93.4814,Normal value (A)
2016-01-11,93.6208,Normal value (A)
2016-01-10,-,Missing value; data cannot exist (M)
2016-01-09,-,Missing value; data cannot exist (M)
2016-01-08,93.4965,Normal value (A)
2016-01-07,93.5385,Normal value (A)
2016-01-06,92.5868,Normal value (A)
2016-01-05,92.3950,Normal value (A)
2016-01-04,93.2206,Normal value (A)
2016-01-03,-,Missing value; data cannot exist (M)
2016-01-02,-,Missing value; data cannot exist (M)
2016-01-01,-,Missing value; data cannot exist (M)
2015-12-31,92.8839,Normal value (A)
2015-12-30,93.0891,Normal value (A)
2015-12-29,93.2313,Normal value (A)
2015-12-28,93.1802,Normal value (A)
2015-12-27,-,Missing value; data cannot exist (M)
2015-12-26,-,Missing value; data cannot exist (M)
2015-12-25,-,Missing value; data cannot exist (M)
2015-12-24,93.0443,Normal value (A)
2015-12-23,92.9409,Normal value (A)
2015-12-22,93.1605,Normal value (A)
2015-12-21,92.7386,Normal value (A)
2015-12-20,-,Missing value; data cannot exist (M)
